UF,CÓDIGO DO MUNICÍPIO NO TSE,MUNICÍPIO, ELEITORADO 
MG,51497,SANTA EFIGÊNIA DE MINAS," 4,097 "
MG,51519,SANTA FÉ DE MINAS," 3,629 "
MG,41505,SANTA HELENA DE MINAS," 5,423 "
MG,51535,SANTA JULIANA," 9,797 "
MG,51551,SANTA LUZIA," 162,938 "
MG,51578,SANTA MARGARIDA," 12,726 "
MG,51594,SANTA MARIA DE ITABIRA," 8,644 "
MG,51616,SANTA MARIA DO SALTO," 4,467 "
MG,51632,SANTA MARIA DO SUAÇUÍ," 12,393 "
MG,51837,SANTA RITA DE CALDAS," 7,049 "
MG,51870,SANTA RITA DE IBITIPOCA," 3,303 "
MG,51853,SANTA RITA DE JACUTINGA," 4,164 "
MG,40665,SANTA RITA DE MINAS," 6,005 "
MG,51896,SANTA RITA DO ITUETO," 5,065 "
MG,51918,SANTA RITA DO SAPUCAÍ," 29,968 "
MG,51934,SANTA ROSA DA SERRA," 3,324 "
MG,51950,SANTA VITÓRIA," 17,227 "
MG,51659,SANTANA DA VARGEM," 5,863 "
MG,51675,SANTANA DE CATAGUASES," 3,123 "
MG,51691,SANTANA DE PIRAPAMA," 7,353 "
MG,51713,SANTANA DO DESERTO," 3,361 "
MG,51730,SANTANA DO GARAMBÉU," 2,219 "
MG,51756,SANTANA DO JACARÉ," 4,011 "
MG,51772,SANTANA DO MANHUAÇU," 7,764 "
MG,40681,SANTANA DO PARAÍSO," 22,377 "
MG,51799,SANTANA DO RIACHO," 5,493 "
MG,51810,SANTANA DOS MONTES," 3,724 "
MG,51977,SANTO ANTÔNIO DO AMPARO," 13,944 "
MG,51993,SANTO ANTÔNIO DO AVENTUREIRO," 3,604 "
MG,52019,SANTO ANTÔNIO DO GRAMA," 4,010 "
MG,52035,SANTO ANTÔNIO DO ITAMBÉ," 3,932 "
MG,52051,SANTO ANTÔNIO DO JACINTO," 9,099 "
MG,52078,SANTO ANTÔNIO DO MONTE," 19,899 "
MG,41521,SANTO ANTÔNIO DO RETIRO," 5,971 "
MG,52094,SANTO ANTÔNIO DO RIO ABAIXO," 2,146 "
MG,52116,SANTO HIPÓLITO," 3,035 "
MG,52132,SANTOS DUMONT," 38,169 "
MG,52159,SÃO BENTO ABADE," 4,130 "
MG,52175,SÃO BRÁS DO SUAÇUÍ," 3,514 "
MG,41548,SÃO DOMINGOS DAS DORES," 5,206 "
MG,52191,SÃO DOMINGOS DO PRATA," 13,993 "
MG,41564,SÃO FÉLIX DE MINAS," 3,670 "
MG,52213,SÃO FRANCISCO," 40,450 "
MG,52230,SÃO FRANCISCO DE PAULA," 5,901 "
MG,52256,SÃO FRANCISCO DE SALES," 4,670 "
MG,52272,SÃO FRANCISCO DO GLÓRIA," 3,971 "
MG,52299,SÃO GERALDO," 6,809 "
MG,52310,SÃO GERALDO DA PIEDADE," 3,813 "
MG,41580,SÃO GERALDO DO BAIXIO," 3,152 "
MG,52337,SÃO GONÇALO DO ABAETÉ," 5,149 "
MG,52353,SÃO GONÇALO DO PARÁ," 8,594 "
MG,52370,SÃO GONÇALO DO RIO ABAIXO," 10,072 "
MG,45098,SÃO GONÇALO DO RIO PRETO," 2,956 "
MG,52396,SÃO GONÇALO DO SAPUCAÍ," 18,951 "
MG,52418,SÃO GOTARDO," 28,694 "
MG,52434,SÃO JOÃO BATISTA DO GLÓRIA," 6,029 "
MG,40703,SÃO JOÃO DA LAGOA," 4,865 "
MG,52450,SÃO JOÃO DA MATA," 3,025 "
MG,52477,SÃO JOÃO DA PONTE," 22,312 "
MG,41602,SÃO JOÃO DAS MISSÕES," 9,185 "
MG,52493,SÃO JOÃO DEL REI," 68,005 "
MG,40720,SÃO JOÃO DO MANHUAÇU," 9,139 "
MG,40746,SÃO JOÃO DO MANTENINHA," 5,246 "
MG,52515,SÃO JOÃO DO ORIENTE," 7,197 "
MG,40762,SÃO JOÃO DO PACUÍ," 3,900 "
MG,52531,SÃO JOÃO DO PARAÍSO," 16,992 "
MG,52558,SÃO JOÃO EVANGELISTA," 12,584 "
MG,52574,SÃO JOÃO NEPOMUCENO," 20,306 "
MG,41629,SÃO JOAQUIM DE BICAS," 20,105 "
MG,41645,SÃO JOSÉ DA BARRA," 6,442 "
MG,40789,SÃO JOSÉ DA LAPA," 19,134 "
MG,52590,SÃO JOSÉ DA SAFIRA," 3,753 "
MG,52612,SÃO JOSÉ DA VARGINHA," 3,772 "
MG,52639,SÃO JOSÉ DO ALEGRE," 3,631 "
MG,52655,SÃO JOSÉ DO DIVINO," 3,329 "
MG,52671,SÃO JOSÉ DO GOIABAL," 4,720 "
MG,52698,SÃO JOSÉ DO JACURI," 5,378 "
MG,52710,SÃO JOSÉ DO MANTIMENTO," 2,710 "
MG,52736,SÃO LOURENÇO," 33,711 "
MG,52752,SÃO MIGUEL DO ANTA," 6,059 "
MG,52779,SÃO PEDRO DA UNIÃO," 4,265 "
MG,52817,SÃO PEDRO DO SUAÇUÍ," 4,756 "
MG,52795,SÃO PEDRO DOS FERROS," 6,568 "
MG,52833,SÃO ROMÃO," 7,094 "
MG,52850,SÃO ROQUE DE MINAS," 5,629 "
MG,52876,SÃO SEBASTIÃO DA BELA VISTA," 5,618 "
MG,42340,SÃO SEBASTIÃO DA VARGEM ALEGRE," 2,657 "
MG,42366,SÃO SEBASTIÃO DO ANTA," 5,599 "
MG,52892,SÃO SEBASTIÃO DO MARANHÃO," 9,009 "
MG,52914,SÃO SEBASTIÃO DO OESTE," 5,793 "
MG,52930,SÃO SEBASTIÃO DO PARAÍSO," 49,895 "
MG,52957,SÃO SEBASTIÃO DO RIO PRETO," 1,885 "
MG,52973,SÃO SEBASTIÃO DO RIO VERDE," 2,038 "
MG,53031,SÃO THOMÉ DAS LETRAS," 4,555 "
MG,52990,SÃO TIAGO," 8,741 "
MG,53015,SÃO TOMÁS DE AQUINO," 5,832 "
MG,53058,SÃO VICENTE DE MINAS," 5,684 "
MG,53074,SAPUCAÍ-MIRIM," 5,461 "
MG,53090,SARDOÁ," 4,903 "
MG,40800,SARZEDO," 23,494 "
MG,40827,SEM PEIXE," 3,597 "
MG,40843,SENADOR AMARAL," 5,358 "
MG,53112,SENADOR CORTES," 2,467 "
MG,53139,SENADOR FIRMINO," 6,702 "
MG,53155,SENADOR JOSÉ BENTO," 2,193 "
MG,53171,SENADOR MODESTINO GONÇALVES," 4,644 "
MG,53198,SENHORA DE OLIVEIRA," 5,530 "
MG,53210,SENHORA DO PORTO," 3,265 "
MG,53236,SENHORA DOS REMÉDIOS," 7,977 "
MG,53252,SERICITA," 6,622 "
MG,53279,SERITINGA," 1,900 "
MG,53295,SERRA AZUL DE MINAS," 3,695 "
MG,53317,SERRA DA SAUDADE," 1,057 "
MG,53350,SERRA DO SALITRE," 9,260 "
MG,53333,SERRA DOS AIMORÉS," 5,670 "
MG,53376,SERRANIA," 6,582 "
MG,42382,SERRANÓPOLIS DE MINAS," 3,910 "
MG,53392,SERRANOS," 2,127 "
MG,53414,SERRO," 16,747 "
MG,53430,SETE LAGOAS," 168,867 "
MG,42404,SETUBINHA," 9,019 "
MG,53457,SILVEIRÂNIA," 2,686 "
MG,53473,SILVIANÓPOLIS," 4,906 "
MG,53490,SIMÃO PEREIRA," 2,899 "
MG,53511,SIMONÉSIA," 15,148 "
MG,53538,SOBRÁLIA," 4,377 "
MG,53554,SOLEDADE DE MINAS," 5,000 "
MG,53570,TABULEIRO," 4,248 "
MG,53597,TAIOBEIRAS," 25,671 "
MG,42420,TAPARUBA," 3,543 "
MG,53619,TAPIRA," 4,481 "
MG,53635,TAPIRAÍ," 1,833 "
MG,53651,TAQUARAÇU DE MINAS," 4,666 "
MG,53678,TARUMIRIM," 10,645 "
MG,53694,TEIXEIRAS," 10,486 "
MG,53716,TEÓFILO OTONI," 103,744 "
MG,53732,TIMÓTEO," 58,880 "
MG,53759,TIRADENTES," 6,802 "
MG,53775,TIROS," 6,257 "
MG,53791,TOCANTINS," 13,423 "
MG,42587,TOCOS DO MOJI," 3,880 "
MG,53813,TOLEDO," 6,038 "
MG,53830,TOMBOS," 7,265 "
MG,53856,TRÊS CORAÇÕES," 55,722 "
MG,41157,TRÊS MARIAS," 23,784 "
MG,53872,TRÊS PONTAS," 44,049 "
MG,53899,TUMIRITINGA," 5,418 "
MG,53910,TUPACIGUARA," 19,851 "
MG,53937,TURMALINA," 15,274 "
MG,53953,TURVOLÂNDIA," 4,503 "
MG,53970,UBÁ," 70,282 "
MG,53996,UBAÍ," 9,276 "
MG,40860,UBAPORANGA," 10,458 "
MG,54011,UBERABA," 225,412 "
MG,54038,UBERLÂNDIA," 486,550 "
MG,54054,UMBURATIBA," 2,678 "
MG,54070,UNAÍ," 61,165 "
MG,42447,UNIÃO DE MINAS," 2,958 "
MG,42463,URUANA DE MINAS," 3,451 "
MG,54097,URUCÂNIA," 8,456 "
MG,40886,URUCUIA," 7,456 "
MG,40908,VARGEM ALEGRE," 6,158 "
MG,54119,VARGEM BONITA," 2,586 "
MG,42480,VARGEM GRANDE DO RIO PARDO," 4,174 "
MG,54135,VARGINHA," 99,159 "
MG,42501,VARJÃO DE MINAS," 5,887 "
MG,54151,VÁRZEA DA PALMA," 26,730 "
MG,54178,VARZELÂNDIA," 15,838 "
MG,54194,VAZANTE," 16,367 "
MG,42528,VERDELÂNDIA," 6,979 "
MG,42544,VEREDINHA," 5,012 "
MG,54232,VERÍSSIMO," 3,037 "
MG,42560,VERMELHO NOVO," 4,696 "
MG,54259,VESPASIANO," 85,893 "
MG,54275,VIÇOSA," 57,391 "
MG,54291,VIEIRAS," 3,607 "
MG,54330,VIRGEM DA LAPA," 10,228 "
MG,54356,VIRGÍNIA," 7,165 "
MG,54372,VIRGINÓPOLIS," 8,728 "
MG,54399,VIRGOLÂNDIA," 4,375 "
MG,54410,VISCONDE DO RIO BRANCO," 30,078 "
MG,54437,VOLTA GRANDE," 4,431 "
MG,54216,WENCESLAU BRAZ," 2,421 "
MS,90034,ÁGUA CLARA," 11,913 "
MS,55018,ALCINÓPOLIS," 3,502 "
MS,90115,AMAMBAI," 25,895 "
MS,90131,ANASTÁCIO," 17,976 "
MS,90158,ANAURILÂNDIA," 6,186 "
MS,91693,ANGÉLICA," 8,377 "
MS,90174,ANTÔNIO JOÃO," 7,558 "
MS,90190,APARECIDA DO TABOADO," 18,835 "
MS,90212,AQUIDAUANA," 35,023 "
MS,91715,ARAL MOREIRA," 7,348 "
MS,90298,BANDEIRANTES," 6,060 "
MS,90379,BATAGUASSU," 18,758 "
MS,90395,BATAYPORÃ," 8,066 "
MS,90417,BELA VISTA," 16,001 "
MS,98019,BODOQUENA," 6,663 "
MS,90433,BONITO," 17,046 "
MS,90450,BRASILÂNDIA," 9,324 "
MS,90557,CAARAPÓ," 19,926 "
MS,90492,CAMAPUÃ," 10,914 "
MS,90514,CAMPO GRANDE," 612,487 "
MS,90530,CARACOL," 4,555 "
MS,90573,CASSILÂNDIA," 16,480 "
MS,91782,CHAPADÃO DO SUL," 20,137 "
MS,90611,CORGUINHO," 4,016 "
MS,98590,CORONEL SAPUCAIA," 11,157 "
MS,90638,CORUMBÁ," 70,238 "
MS,98035,COSTA RICA," 22,377 "
MS,90654,COXIM," 25,799 "
MS,91758,DEODÁPOLIS," 10,086 "
MS,91804,DOIS IRMÃOS DO BURITI," 8,068 "
MS,98051,DOURADINA," 4,654 "
MS,90735,DOURADOS," 164,395 "
MS,91731,ELDORADO," 8,801 "
MS,90751,FÁTIMA DO SUL," 16,197 "
MS,55069,FIGUEIRÃO," 2,467 "
MS,90794,GLÓRIA DE DOURADOS," 7,606 "
MS,90816,GUIA LOPES DA LAGUNA," 7,502 "
MS,90859,IGUATEMI," 10,224 "
MS,90875,INOCÊNCIA," 6,321 "
MS,90891,ITAPORÃ," 13,987 "
MS,98078,ITAQUIRAÍ," 13,791 "
MS,90930,IVINHEMA," 19,719 "
MS,55034,JAPORÃ," 5,696 "
MS,90972,JARAGUARI," 5,262 "
MS,90999,JARDIM," 17,850 "
MS,91014,JATEÍ," 3,996 "
MS,91820,JUTI," 5,349 "
MS,91030,LADÁRIO," 14,212 "
MS,55026,LAGUNA CARAPÃ," 5,034 "
MS,91073,MARACAJU," 27,330 "
MS,91111,MIRANDA," 19,013 "
MS,91790,MUNDO NOVO," 13,725 "
MS,91138,NAVIRAÍ," 36,167 "
MS,91154,NIOAQUE," 10,658 "
MS,55000,NOVA ALVORADA DO SUL," 15,480 "
MS,91235,NOVA ANDRADINA," 33,366 "
MS,55042,NOVO HORIZONTE DO SUL," 3,940 "
MS,55050,PARAÍSO DAS ÁGUAS," 4,084 "
MS,91251,PARANAÍBA," 30,412 "
MS,91847,PARANHOS," 8,401 "
MS,91278,PEDRO GOMES," 5,840 "
MS,91316,PONTA PORÃ," 66,918 "
MS,91375,PORTO MURTINHO," 8,164 "
MS,91413,RIBAS DO RIO PARDO," 14,070 "
MS,91430,RIO BRILHANTE," 24,750 "
MS,91456,RIO NEGRO," 3,784 "
MS,91472,RIO VERDE DE MATO GROSSO," 14,488 "
MS,91499,ROCHEDO," 4,168 "
MS,91863,SANTA RITA DO PARDO," 4,849 "
MS,98094,SÃO GABRIEL DO OESTE," 20,554 "
MS,98116,SELVÍRIA," 6,670 "
MS,98132,SETE QUEDAS," 6,965 "
MS,91570,SIDROLÂNDIA," 31,288 "
MS,91880,SONORA," 10,822 "
MS,98159,TACURU," 6,644 "
MS,98175,TAQUARUSSU," 3,429 "
MS,91596,TERENOS," 13,008 "
MS,91650,TRÊS LAGOAS," 83,973 "
MS,91901,VICENTINA," 5,499 "
MT,90018,ACORIZAL," 6,184 "
MT,91910,ÁGUA BOA," 18,375 "
MT,89877,ALTA FLORESTA," 39,910 "
MT,90050,ALTO ARAGUAIA," 12,014 "
MT,90042,ALTO BOA VISTA," 4,187 "
MT,90077,ALTO GARÇAS," 8,307 "
MT,90093,ALTO PARAGUAI," 6,075 "
MT,98612,ALTO TAQUARI," 7,074 "
MT,90263,APIACÁS," 5,378 "
MT,98639,ARAGUAIANA," 3,119 "
MT,90239,ARAGUAINHA," 1,001 "
MT,89893,ARAPUTANGA," 11,930 "
MT,90255,ARENÁPOLIS," 7,923 "
MT,90271,ARIPUANÃ," 12,957 "
MT,90310,BARÃO DE MELGAÇO," 5,856 "
MT,90336,BARRA DO BUGRES," 23,691 "
MT,90352,BARRA DO GARÇAS," 46,109 "
MT,73709,BOA ESPERANÇA DO NORTE," 3,054 "
MT,90905,BOM JESUS DO ARAGUAIA," 4,641 "
MT,90468,BRASNORTE," 11,495 "
MT,90476,CÁCERES," 64,839 "
MT,98655,CAMPINÁPOLIS," 9,676 "
MT,90484,CAMPO NOVO DO PARECIS," 24,809 "
MT,90506,CAMPO VERDE," 29,781 "
MT,90743,CAMPOS DE JÚLIO," 4,780 "
MT,90085,CANABRAVA DO NORTE," 3,639 "
MT,91936,CANARANA," 15,553 "
MT,90760,CARLINDA," 7,457 "
MT,90549,CASTANHEIRA," 5,507 "
MT,90590,CHAPADA DOS GUIMARÃES," 15,755 "
MT,90522,CLÁUDIA," 7,927 "
MT,98671,COCALINHO," 4,762 "
MT,89796,COLÍDER," 23,859 "
MT,89788,COLNIZA," 16,967 "
MT,99015,COMODORO," 14,222 "
MT,90280,CONFRESA," 20,232 "
MT,91006,CONQUISTA D'OESTE," 2,848 "
MT,90425,COTRIGUAÇU," 8,585 "
MT,90670,CUIABÁ," 378,097 "
MT,89800,CURVELÂNDIA," 4,343 "
MT,98337,DENISE," 5,546 "
MT,90697,DIAMANTINO," 15,993 "
MT,90719,DOM AQUINO," 6,499 "
MT,90786,FELIZ NATAL," 5,982 "
MT,99031,FIGUEIRÓPOLIS D'OESTE," 3,085 "
MT,90824,GAÚCHA DO NORTE," 4,974 "
MT,90778,GENERAL CARNEIRO," 3,964 "
MT,90204,GLÓRIA D'OESTE," 2,642 "
MT,99058,GUARANTÃ DO NORTE," 21,860 "
MT,90832,GUIRATINGA," 8,310 "
MT,99074,INDIAVAÍ," 1,902 "
MT,91081,IPIRANGA DO NORTE," 4,743 "
MT,91103,ITANHANGÁ," 4,998 "
MT,98698,ITAÚBA," 4,189 "
MT,90913,ITIQUIRA," 9,191 "
MT,90956,JACIARA," 19,443 "
MT,90565,JANGADA," 6,820 "
MT,89915,JAURU," 7,686 "
MT,98191,JUARA," 23,748 "
MT,98310,JUÍNA," 31,878 "
MT,90581,JURUENA," 5,997 "
MT,91898,JUSCIMEIRA," 9,304 "
MT,90301,LAMBARI D'OESTE," 4,402 "
MT,90603,LUCAS DO RIO VERDE," 46,130 "
MT,91057,LUCIARA," 2,095 "
MT,98710,MARCELÂNDIA," 8,870 "
MT,90620,MATUPÁ," 12,872 "
MT,91774,MIRASSOL D'OESTE," 19,613 "
MT,91170,NOBRES," 11,211 "
MT,91197,NORTELÂNDIA," 4,729 "
MT,91219,NOSSA SENHORA DO LIVRAMENTO," 11,532 "
MT,90387,NOVA BANDEIRANTES," 8,859 "
MT,89818,NOVA BRASILÂNDIA," 3,612 "
MT,98752,NOVA CANAÃ DO NORTE," 9,829 "
MT,90140,NOVA GUARITA," 3,812 "
MT,90867,NOVA LACERDA," 4,492 "
MT,90166,NOVA MARILÂNDIA," 2,630 "
MT,90123,NOVA MARINGÁ," 3,961 "
MT,90360,NOVA MONTE VERDE," 5,981 "
MT,90646,NOVA MUTUM," 29,265 "
MT,90964,NOVA NAZARÉ," 2,649 "
MT,98736,NOVA OLÍMPIA," 12,535 "
MT,89826,NOVA SANTA HELENA," 2,828 "
MT,90883,NOVA UBIRATÃ," 5,604 "
MT,91952,NOVA XAVANTINA," 15,853 "
MT,98795,NOVO HORIZONTE DO NORTE," 3,128 "
MT,90808,NOVO MUNDO," 5,016 "
MT,90948,NOVO SANTO ANTÔNIO," 1,775 "
MT,98779,NOVO SÃO JOAQUIM," 5,105 "
MT,98833,PARANAÍTA," 8,964 "
MT,89834,PARANATINGA," 14,979 "
MT,91812,PEDRA PRETA," 13,980 "
MT,98817,PEIXOTO DE AZEVEDO," 22,057 "
MT,90344,PLANALTO DA SERRA," 2,546 "
MT,91294,POCONÉ," 22,944 "
MT,90700,PONTAL DO ARAGUAIA," 4,925 "
MT,91332,PONTE BRANCA," 1,902 "
MT,89990,PONTES E LACERDA," 30,438 "
MT,98850,PORTO ALEGRE DO NORTE," 8,082 "
MT,91359,PORTO DOS GAÚCHOS," 3,868 "
MT,98876,PORTO ESPERIDIÃO," 7,533 "
MT,90182,PORTO ESTRELA," 3,063 "
MT,91391,POXORÉU," 14,274 "
MT,98892,PRIMAVERA DO LESTE," 45,290 "
MT,90069,QUERÊNCIA," 13,746 "
MT,98914,RESERVA DO CABAÇAL," 1,913 "
MT,90662,RIBEIRÃO CASCALHEIRA," 6,808 "
MT,90441,RIBEIRÃOZINHO," 2,109 "
MT,89958,RIO BRANCO," 3,893 "
MT,89960,RONDOLÂNDIA," 2,628 "
MT,91510,RONDONÓPOLIS," 155,538 "
MT,91537,ROSÁRIO OESTE," 12,773 "
MT,89974,SALTO DO CÉU," 2,929 "
MT,90107,SANTA CARMEM," 3,594 "
MT,90980,SANTA CRUZ DO XINGU," 1,673 "
MT,91049,SANTA RITA DO TRIVELATO," 2,314 "
MT,91979,SANTA TEREZINHA," 4,851 "
MT,90328,SANTO AFONSO," 2,303 "
MT,89843,SANTO ANTÔNIO DO LESTE," 2,661 "
MT,91553,SANTO ANTÔNIO DO LEVERGER," 15,566 "
MT,91839,SÃO FÉLIX DO ARAGUAIA," 7,539 "
MT,90026,SÃO JOSÉ DO POVO," 2,767 "
MT,91995,SÃO JOSÉ DO RIO CLARO," 11,525 "
MT,90247,SÃO JOSÉ DO XINGU," 4,345 "
MT,89931,SÃO JOSÉ DOS QUATRO MARCOS," 14,294 "
MT,90409,SÃO PEDRO DA CIPA," 3,546 "
MT,90727,SAPEZAL," 17,938 "
MT,90921,SERRA NOVA DOURADA," 1,578 "
MT,89850,SINOP," 97,934 "
MT,98930,SORRISO," 59,086 "
MT,90220,TABAPORÃ," 6,901 "
MT,91855,TANGARÁ DA SERRA," 69,332 "
MT,90689,TAPURAH," 8,970 "
MT,98957,TERRA NOVA DO NORTE," 8,503 "
MT,91618,TESOURO," 2,826 "
MT,91634,TORIXORÉU," 3,308 "
MT,90840,UNIÃO DO SUL," 2,667 "
MT,91022,VALE DE SÃO DOMINGOS," 2,650 "
MT,91677,VÁRZEA GRANDE," 160,409 "
MT,98973,VERA," 6,963 "
MT,91090,VILA BELA DA SANTÍSSIMA TRINDADE," 9,933 "
MT,98990,VILA RICA," 13,884 "
PA,4014,ABAETETUBA," 113,661 "
PA,4502,ABEL FIGUEIREDO," 5,331 "
PA,4030,ACARÁ," 40,802 "
PA,4057,AFUÁ," 25,663 "
PA,4260,ÁGUA AZUL DO NORTE," 9,344 "
PA,4073,ALENQUER," 37,528 "
PA,4090,ALMEIRIM," 23,160 "
PA,4111,ALTAMIRA," 86,463 "
PA,4138,ANAJÁS," 20,303 "
PA,4154,ANANINDEUA," 330,014 "
PA,4723,ANAPU," 21,807 "
PA,4170,AUGUSTO CORRÊA," 32,787 "
PA,4340,AURORA DO PARÁ," 18,846 "
PA,4197,AVEIRO," 10,752 "
PA,4219,BAGRE," 14,935 "
PA,4235,BAIÃO," 24,831 "
PA,4588,BANNACH," 2,876 "
PA,4251,BARCARENA," 88,274 "
PA,4278,BELÉM," 1,009,731 "
PA,4804,BELTERRA," 14,200 "
PA,4294,BENEVIDES," 44,925 "
PA,4049,BOM JESUS DO TOCANTINS," 9,952 "
PA,4316,BONITO," 11,736 "
PA,4332,BRAGANÇA," 83,478 "
PA,4227,BRASIL NOVO," 14,441 "
PA,5932,BREJO GRANDE DO ARAGUAIA," 5,958 "
PA,4448,BREU BRANCO," 32,856 "
PA,4359,BREVES," 69,352 "
PA,4375,BUJARU," 20,940 "
PA,4391,CACHOEIRA DO ARARI," 17,734 "
PA,4766,CACHOEIRA DO PIRIÁ," 14,219 "
PA,4413,CAMETÁ," 93,166 "
PA,4707,CANAÃ DOS CARAJÁS," 40,583 "
PA,4430,CAPANEMA," 50,682 "
PA,4456,CAPITÃO POÇO," 39,091 "
PA,4472,CASTANHAL," 129,958 "
PA,4499,CHAVES," 13,298 "
PA,4510,COLARES," 10,815 "
PA,4537,CONCEIÇÃO DO ARAGUAIA," 32,215 "
PA,5819,CONCÓRDIA DO PARÁ," 22,809 "
PA,4529,CUMARU DO NORTE," 6,577 "
PA,5851,CURIONÓPOLIS," 17,062 "
PA,4553,CURRALINHO," 21,900 "
PA,4740,CURUÁ," 9,391 "
PA,4570,CURUÇÁ," 31,029 "
PA,5975,DOM ELISEU," 29,660 "
PA,4120,ELDORADO DOS CARAJÁS," 20,667 "
PA,4596,FARO," 6,449 "
PA,4561,FLORESTA DO ARAGUAIA," 13,560 "
PA,5878,GARRAFÃO DO NORTE," 21,707 "
PA,4006,GOIANÉSIA DO PARÁ," 21,409 "
PA,4618,GURUPÁ," 19,911 "
PA,4634,IGARAPÉ-AÇU," 30,139 "
PA,4650,IGARAPÉ-MIRI," 48,670 "
PA,4677,INHANGAPI," 8,402 "
PA,4189,IPIXUNA DO PARÁ," 23,827 "
PA,4693,IRITUIA," 25,742 "
PA,4715,ITAITUBA," 83,975 "
PA,4731,ITUPIRANGA," 33,035 "
PA,4200,JACAREACANGA," 12,073 "
PA,4758,JACUNDÁ," 34,460 "
PA,4774,JURUTI," 34,537 "
PA,4790,LIMOEIRO DO AJURU," 20,464 "
PA,4103,MÃE DO RIO," 25,688 "
PA,4812,MAGALHÃES BARATA," 8,075 "
PA,4839,MARABÁ," 179,714 "
PA,4855,MARACANÃ," 23,571 "
PA,4871,MARAPANIM," 21,543 "
PA,4642,MARITUBA," 77,810 "
PA,5770,MEDICILÂNDIA," 19,092 "
PA,4898,MELGAÇO," 16,995 "
PA,4910,MOCAJUBA," 25,361 "
PA,4936,MOJU," 52,549 "
PA,4863,MOJUÍ DOS CAMPOS," 18,977 "
PA,4952,MONTE ALEGRE," 47,773 "
PA,4979,MUANÁ," 25,824 "
PA,4480,NOVA ESPERANÇA DO PIRIÁ," 15,847 "
PA,4600,NOVA IPIXUNA," 9,926 "
PA,4995,NOVA TIMBOTEUA," 10,525 "
PA,4383,NOVO PROGRESSO," 22,649 "
PA,4421,NOVO REPARTIMENTO," 43,140 "
PA,5010,ÓBIDOS," 36,094 "
PA,5037,OEIRAS DO PARÁ," 22,007 "
PA,5053,ORIXIMINÁ," 46,340 "
PA,5070,OURÉM," 15,721 "
PA,5959,OURILÂNDIA DO NORTE," 24,437 "
PA,5916,PACAJÁ," 27,939 "
PA,4162,PALESTINA DO PARÁ," 5,177 "
PA,5096,PARAGOMINAS," 70,282 "
PA,5835,PARAUAPEBAS," 162,619 "
PA,4308,PAU D'ARCO," 7,701 "
PA,5118,PEIXE-BOI," 8,467 "
PA,4782,PIÇARRA," 9,739 "
PA,4626,PLACAS," 12,793 "
PA,5134,PONTA DE PEDRAS," 20,308 "
PA,5150,PORTEL," 36,739 "
PA,5177,PORTO DE MOZ," 21,345 "
PA,5193,PRAINHA," 23,781 "
PA,5215,PRIMAVERA," 10,416 "
PA,4685,QUATIPURU," 9,803 "
PA,5673,REDENÇÃO," 63,302 "
PA,5690,RIO MARIA," 14,132 "
PA,5738,RONDON DO PARÁ," 29,722 "
PA,5894,RURÓPOLIS," 18,512 "
PA,5231,SALINÓPOLIS," 31,516 "
PA,5258,SALVATERRA," 18,764 "
PA,4243,SANTA BÁRBARA DO PARÁ," 16,340 "
PA,5274,SANTA CRUZ DO ARARI," 6,740 "
PA,5290,SANTA ISABEL DO PARÁ," 46,590 "
PA,4146,SANTA LUZIA DO PARÁ," 17,036 "
PA,5991,SANTA MARIA DAS BARREIRAS," 12,664 "
PA,5312,SANTA MARIA DO PARÁ," 19,553 "
PA,5339,SANTANA DO ARAGUAIA," 24,532 "
PA,5355,SANTARÉM," 221,537 "
PA,5371,SANTARÉM NOVO," 6,038 "
PA,5398,SANTO ANTÔNIO DO TAUÁ," 24,804 "
PA,5410,SÃO CAETANO DE ODIVELAS," 15,500 "
PA,4464,SÃO DOMINGOS DO ARAGUAIA," 16,660 "
PA,5436,SÃO DOMINGOS DO CAPIM," 21,460 "
PA,5452,SÃO FÉLIX DO XINGU," 41,201 "
PA,5479,SÃO FRANCISCO DO PARÁ," 14,719 "
PA,5797,SÃO GERALDO DO ARAGUAIA," 20,744 "
PA,4820,SÃO JOÃO DA PONTA," 5,482 "
PA,4065,SÃO JOÃO DE PIRABAS," 16,655 "
PA,5495,SÃO JOÃO DO ARAGUAIA," 10,994 "
PA,5517,SÃO MIGUEL DO GUAMÁ," 39,792 "
PA,5533,SÃO SEBASTIÃO DA BOA VISTA," 20,850 "
PA,4847,SAPUCAIA," 4,667 "
PA,5550,SENADOR JOSÉ PORFÍRIO," 11,543 "
PA,5576,SOURE," 20,865 "
PA,4022,TAILÂNDIA," 51,187 "
PA,4545,TERRA ALTA," 10,564 "
PA,4367,TERRA SANTA," 13,954 "
PA,5592,TOMÉ-AÇU," 49,807 "
PA,4669,TRACUATEUA," 23,247 "
PA,4286,TRAIRÃO," 11,300 "
PA,4081,TUCUMÃ," 27,669 "
PA,5614,TUCURUÍ," 75,696 "
PA,4324,ULIANÓPOLIS," 18,985 "
PA,5754,URUARÁ," 29,443 "
PA,5630,VIGIA," 38,612 "
PA,5657,VISEU," 43,430 "
PA,4405,VITÓRIA DO XINGU," 13,782 "
PA,5711,XINGUARA," 36,600 "
PB,19011,ÁGUA BRANCA," 7,565 "
PB,19038,AGUIAR," 4,736 "
PB,19054,ALAGOA GRANDE," 21,480 "
PB,19070,ALAGOA NOVA," 15,326 "
