Ranking IDHM 2010,Município,IDHM 2010,"IDHM 
Renda 
2010",IDHM Longevidade 2010,IDHM Educação 2010
459,Alto Bela Vista (SC),"0,755","0,734","0,882","0,664"
460,Rondonópolis (MT),"0,755","0,749","0,823","0,698"
461,Formiga (MG),"0,755","0,729","0,874","0,676"
462,Cianorte (PR),"0,755","0,747","0,841","0,685"
463,Montenegro (RS),"0,755","0,761","0,866","0,654"
464,Pongaí (SP),"0,755","0,727","0,844","0,701"
465,Orleans (SC),"0,755","0,749","0,873","0,657"
466,São José do Ouro (RS),"0,755","0,759","0,846","0,669"
467,Fortaleza (CE),"0,754","0,749","0,824","0,695"
468,Sinop (MT),"0,754","0,755","0,832","0,682"
469,Guabiruba (SC),"0,754","0,750","0,876","0,653"
470,Boracéia (SP),"0,754","0,723","0,866","0,685"
471,São Vendelino (RS),"0,754","0,743","0,852","0,677"
472,Rio do Oeste (SC),"0,754","0,769","0,892","0,625"
473,Esteio (RS),"0,754","0,769","0,843","0,662"
474,Mongaguá (SP),"0,754","0,719","0,854","0,699"
475,Analândia (SP),"0,754","0,745","0,861","0,668"
476,Neves Paulista (SP),"0,754","0,737","0,823","0,707"
477,Vera Cruz (SP),"0,754","0,722","0,830","0,715"
478,Praia Grande (SP),"0,754","0,744","0,834","0,692"
479,Cunhataí (SC),"0,754","0,777","0,886","0,623"
480,Rodeio (SC),"0,754","0,769","0,889","0,626"
481,Corumbataí (SP),"0,754","0,728","0,841","0,700"
482,Lauro de Freitas (BA),"0,754","0,781","0,827","0,663"
483,Chapadão do Sul (MS),"0,754","0,758","0,850","0,665"
484,Constantina (RS),"0,754","0,726","0,885","0,668"
485,Rio Verde (GO),"0,754","0,765","0,853","0,656"
486,Registro (SP),"0,754","0,718","0,851","0,702"
487,Flores da Cunha (RS),"0,754","0,786","0,849","0,642"
488,Rancho Queimado (SC),"0,753","0,743","0,893","0,644"
489,Ipeúna (SP),"0,753","0,737","0,845","0,685"
490,Palmeira D'Oeste (SP),"0,753","0,720","0,829","0,714"
491,Salvador das Missões (RS),"0,753","0,710","0,851","0,706"
492,Monte Azul Paulista (SP),"0,753","0,733","0,843","0,690"
493,Congonhas (MG),"0,753","0,732","0,877","0,665"
494,Tarumã (SP),"0,753","0,738","0,852","0,680"
495,Santo Anastácio (SP),"0,753","0,725","0,854","0,689"
496,Magda (SP),"0,753","0,724","0,823","0,717"
497,Três Fronteiras (SP),"0,753","0,710","0,829","0,726"
498,Nilópolis (RJ),"0,753","0,731","0,817","0,716"
499,Mangaratiba (RJ),"0,753","0,746","0,845","0,676"
500,Novo Horizonte (SP),"0,753","0,741","0,865","0,665"
501,Estação (RS),"0,753","0,752","0,843","0,674"
502,Guaíra (SP),"0,753","0,759","0,824","0,683"
503,Ajuricaba (RS),"0,753","0,763","0,850","0,658"
504,Garopaba (SC),"0,753","0,737","0,868","0,668"
505,Forquilhinha (SC),"0,753","0,754","0,861","0,657"
506,João Neiva (ES),"0,753","0,751","0,857","0,663"
507,Nicolau Vergueiro (RS),"0,753","0,772","0,839","0,660"
508,Aracruz (ES),"0,752","0,717","0,838","0,707"
509,Enéas Marques (PR),"0,752","0,767","0,835","0,664"
510,Laguna (SC),"0,752","0,715","0,871","0,682"
511,Marapoama (SP),"0,752","0,736","0,852","0,679"
512,Araguaína (TO),"0,752","0,727","0,821","0,712"
513,Monte Belo do Sul (RS),"0,752","0,752","0,852","0,663"
514,Tatuí (SP),"0,752","0,734","0,842","0,688"
515,Três Marias (MG),"0,752","0,706","0,866","0,695"
516,Tunápolis (SC),"0,752","0,728","0,830","0,704"
517,Severiano de Almeida (RS),"0,752","0,738","0,861","0,670"
518,Itumbiara (GO),"0,752","0,744","0,838","0,682"
519,Primavera do Leste (MT),"0,752","0,774","0,843","0,653"
520,Westfalia (RS),"0,752","0,796","0,849","0,630"
521,Pranchita (PR),"0,752","0,743","0,821","0,696"
522,Xaxim (SC),"0,752","0,737","0,871","0,662"
523,Boa Vista (RR),"0,752","0,737","0,816","0,708"
524,Lucélia (SP),"0,752","0,728","0,841","0,695"
525,Capinzal (SC),"0,752","0,742","0,869","0,659"
526,Mandaguari (PR),"0,751","0,732","0,840","0,689"
527,Guaxupé (MG),"0,751","0,729","0,880","0,659"
528,Nhandeara (SP),"0,751","0,755","0,835","0,672"
529,Cataguases (MG),"0,751","0,718","0,861","0,685"
530,Pinhais (PR),"0,751","0,761","0,836","0,666"
531,Foz do Iguaçu (PR),"0,751","0,748","0,858","0,661"
532,Cambuí (MG),"0,751","0,722","0,872","0,674"
533,Teresina (PI),"0,751","0,731","0,820","0,707"
534,Indiaporã (SP),"0,751","0,714","0,835","0,710"
535,Guarujá (SP),"0,751","0,729","0,854","0,679"
536,Porto Ferreira (SP),"0,751","0,736","0,827","0,696"
537,Rancharia (SP),"0,751","0,720","0,861","0,683"
538,Guaraciaba (SC),"0,751","0,754","0,871","0,646"
539,Guaramirim (SC),"0,751","0,748","0,885","0,641"
540,Sales (SP),"0,751","0,708","0,859","0,697"
541,Osório (RS),"0,751","0,769","0,853","0,646"
542,Ubatuba (SP),"0,751","0,741","0,841","0,679"
543,Turiúba (SP),"0,751","0,713","0,824","0,721"
544,Américo Brasiliense (SP),"0,751","0,709","0,852","0,701"
545,Sertão (RS),"0,751","0,746","0,837","0,678"
546,Bastos (SP),"0,751","0,696","0,848","0,718"
547,Planalto Alegre (SC),"0,751","0,731","0,881","0,659"
548,Tapiratiba (SP),"0,751","0,703","0,870","0,692"
549,Catiguá (SP),"0,751","0,734","0,852","0,676"
550,Mirandópolis (SP),"0,751","0,732","0,869","0,665"
551,Paranaguá (PR),"0,750","0,733","0,852","0,676"
552,Canoas (RS),"0,750","0,768","0,864","0,636"
553,Cruz Alta (RS),"0,750","0,754","0,858","0,653"
554,Presidente Epitácio (SP),"0,750","0,714","0,845","0,700"
555,Bariri (SP),"0,750","0,736","0,867","0,662"
556,Bom Despacho (MG),"0,750","0,742","0,861","0,661"
557,Campo Verde (MT),"0,750","0,755","0,834","0,670"
558,Água Santa (RS),"0,750","0,840","0,850","0,590"
559,Capivari (SP),"0,750","0,744","0,848","0,669"
560,São João do Pau D'Alho (SP),"0,750","0,714","0,854","0,692"
561,Feliz (RS),"0,750","0,758","0,847","0,658"
562,União Paulista (SP),"0,749","0,697","0,863","0,699"
563,Campos do Jordão (SP),"0,749","0,761","0,852","0,648"
564,Embu-Guaçu (SP),"0,749","0,713","0,834","0,708"
565,Oscar Bressane (SP),"0,749","0,713","0,823","0,715"
566,Betim (MG),"0,749","0,709","0,864","0,687"
567,Laurentino (SC),"0,749","0,742","0,855","0,662"
568,Linha Nova (RS),"0,749","0,751","0,846","0,662"
569,Arcos (MG),"0,749","0,717","0,874","0,671"
570,São Lourenço do Oeste (SC),"0,749","0,748","0,807","0,695"
571,Terra Roxa (SP),"0,749","0,732","0,838","0,684"
572,Antônio Carlos (SC),"0,749","0,768","0,890","0,615"
573,Ipuã (SP),"0,749","0,759","0,848","0,654"
574,Pareci Novo (RS),"0,749","0,738","0,852","0,668"
575,Peruíbe (SP),"0,749","0,730","0,854","0,675"
576,Rio Grande da Serra (SP),"0,749","0,684","0,823","0,745"
577,Paraíso (SP),"0,749","0,751","0,837","0,668"
578,Carapicuíba (SP),"0,749","0,721","0,842","0,693"
579,Harmonia (RS),"0,749","0,748","0,841","0,668"
580,Pirajuí (SP),"0,749","0,734","0,853","0,672"
581,Xavantina (SC),"0,749","0,772","0,861","0,632"
582,Artur Nogueira (SP),"0,749","0,745","0,827","0,681"
583,São João de Iracema (SP),"0,748","0,682","0,833","0,738"
584,Duartina (SP),"0,748","0,716","0,837","0,698"
585,Tanabi (SP),"0,748","0,735","0,829","0,687"
586,Ituporanga (SC),"0,748","0,749","0,876","0,638"
587,Barra do Garças (MT),"0,748","0,738","0,817","0,693"
588,Mondaí (SC),"0,748","0,728","0,875","0,657"
589,Canela (RS),"0,748","0,738","0,849","0,667"
590,Nova Trento (SC),"0,748","0,749","0,891","0,628"
591,São João do Polêsine (RS),"0,748","0,748","0,847","0,661"
592,Miraselva (PR),"0,748","0,694","0,854","0,707"
593,Apucarana (PR),"0,748","0,741","0,845","0,668"
594,Cafelândia (PR),"0,748","0,723","0,835","0,692"
595,Cabedelo (PB),"0,748","0,782","0,822","0,651"
596,Arapongas (PR),"0,748","0,751","0,834","0,669"
597,Barão (RS),"0,748","0,767","0,836","0,652"
598,Taquaritinga (SP),"0,748","0,727","0,827","0,696"
599,Sananduva (RS),"0,747","0,764","0,843","0,647"
600,Novo Hamburgo (RS),"0,747","0,778","0,852","0,629"
601,Tucunduva (RS),"0,747","0,748","0,816","0,682"
602,Pato Bragado (PR),"0,747","0,745","0,807","0,694"
603,Condor (RS),"0,747","0,735","0,852","0,666"
604,Astorga (PR),"0,747","0,754","0,818","0,675"
605,Floreal (SP),"0,747","0,710","0,808","0,726"
606,Dourados (MS),"0,747","0,753","0,843","0,657"
607,Ibitinga (SP),"0,747","0,738","0,846","0,667"
608,General Salgado (SP),"0,747","0,734","0,808","0,702"
609,Cândido Mota (SP),"0,747","0,701","0,845","0,704"
610,São José do Inhacorá (RS),"0,747","0,723","0,822","0,702"
611,Sud Mennucci (SP),"0,747","0,743","0,809","0,694"
612,Jandaia do Sul (PR),"0,747","0,741","0,801","0,703"
613,Confins (MG),"0,747","0,706","0,830","0,711"
614,Potirendaba (SP),"0,747","0,737","0,857","0,661"
615,Iturama (MG),"0,747","0,730","0,848","0,674"
616,Cordilheira Alta (SC),"0,747","0,735","0,855","0,662"
617,Ouvidor (GO),"0,747","0,721","0,830","0,697"
618,Nova Aurora (GO),"0,747","0,703","0,849","0,697"
619,Brumadinho (MG),"0,747","0,761","0,857","0,639"
620,Nova Bassano (RS),"0,747","0,778","0,849","0,632"
621,Governador Celso Ramos (SC),"0,747","0,737","0,870","0,651"
622,Ribeirão do Sul (SP),"0,747","0,753","0,818","0,676"
623,Tapera (RS),"0,747","0,743","0,835","0,672"
624,Charqueadas (RS),"0,747","0,726","0,870","0,659"
625,Alto Alegre (RS),"0,747","0,756","0,859","0,642"
626,Teutônia (RS),"0,747","0,751","0,855","0,650"
627,Elisiário (SP),"0,747","0,711","0,825","0,712"
628,Balneário Arroio do Silva (SC),"0,746","0,753","0,858","0,642"
629,Paraíso do Norte (PR),"0,746","0,752","0,825","0,668"
630,Santa Tereza (RS),"0,746","0,765","0,853","0,637"
631,Nuporanga (SP),"0,746","0,730","0,866","0,656"
632,Valparaíso de Goiás (GO),"0,746","0,733","0,815","0,695"
633,Mato Leitão (RS),"0,746","0,721","0,853","0,676"
634,Doutor Camargo (PR),"0,746","0,704","0,839","0,702"
635,Getúlio Vargas (RS),"0,746","0,747","0,843","0,658"
636,Urânia (SP),"0,746","0,727","0,804","0,709"
637,Coqueiros do Sul (RS),"0,746","0,806","0,840","0,614"
638,Muçum (RS),"0,746","0,757","0,840","0,654"
639,Itambé (PR),"0,746","0,691","0,854","0,703"
640,Borá (SP),"0,746","0,712","0,863","0,675"
641,Cachoeiro de Itapemirim (ES),"0,746","0,733","0,837","0,677"
642,Belém (PA),"0,746","0,751","0,822","0,673"
643,Colatina (ES),"0,746","0,738","0,841","0,668"
644,Bady Bassitt (SP),"0,746","0,737","0,805","0,701"
645,Palmital (SP),"0,746","0,727","0,814","0,702"
646,Bom Princípio (RS),"0,746","0,751","0,836","0,661"
647,Capitão (RS),"0,746","0,747","0,842","0,661"
648,Miguel Pereira (RJ),"0,745","0,740","0,828","0,675"
649,Campo Largo (PR),"0,745","0,730","0,854","0,664"
650,Águas Frias (SC),"0,745","0,728","0,860","0,661"
651,Itanhaém (SP),"0,745","0,716","0,823","0,701"
652,Campo Bom (RS),"0,745","0,755","0,852","0,643"
653,Bozano (RS),"0,745","0,773","0,853","0,628"
654,Iacanga (SP),"0,745","0,721","0,851","0,675"
655,Rafard (SP),"0,745","0,722","0,823","0,696"
656,Floraí (PR),"0,745","0,739","0,853","0,656"
657,Echaporã (SP),"0,745","0,719","0,834","0,690"
658,Urupês (SP),"0,745","0,741","0,817","0,683"
659,Nova Friburgo (RJ),"0,745","0,758","0,846","0,645"
660,Petrópolis (RJ),"0,745","0,763","0,847","0,639"
661,Águas de Lindóia (SP),"0,745","0,725","0,846","0,675"
662,Agudos (SP),"0,745","0,705","0,845","0,694"
663,Américo de Campos (SP),"0,745","0,715","0,817","0,708"
664,Mairipotaba (GO),"0,745","0,748","0,854","0,648"
665,Três Ranchos (GO),"0,745","0,724","0,849","0,672"
666,Junqueirópolis (SP),"0,745","0,727","0,860","0,662"
667,Nova Palma (RS),"0,744","0,762","0,841","0,643"
668,Torrinha (SP),"0,744","0,734","0,852","0,658"
669,Uruguaiana (RS),"0,744","0,722","0,863","0,661"
670,Três Corações (MG),"0,744","0,730","0,855","0,660"
671,Campos de Júlio (MT),"0,744","0,800","0,825","0,625"
672,Dumont (SP),"0,744","0,720","0,849","0,674"
673,Sorriso (MT),"0,744","0,774","0,839","0,635"
674,Itápolis (SP),"0,744","0,738","0,836","0,667"
675,Pires do Rio (GO),"0,744","0,719","0,880","0,650"
676,Coronel Freitas (SC),"0,744","0,732","0,860","0,653"
677,Bento de Abreu (SP),"0,744","0,706","0,820","0,712"
678,Leme (SP),"0,744","0,729","0,851","0,665"
679,Formosa (GO),"0,744","0,726","0,852","0,666"
680,Perdões (MG),"0,744","0,710","0,878","0,661"
681,Barra do Jacaré (PR),"0,744","0,678","0,813","0,747"
682,Paracatu (MG),"0,744","0,704","0,854","0,685"
683,Santa Helena (PR),"0,744","0,738","0,823","0,678"
684,Coronel Barros (RS),"0,744","0,793","0,852","0,610"
685,Salete (SC),"0,744","0,737","0,803","0,695"
686,Poço das Antas (RS),"0,744","0,742","0,877","0,634"
687,Bicas (MG),"0,744","0,726","0,850","0,667"
688,São Manuel (SP),"0,744","0,735","0,805","0,695"
689,Mendonça (SP),"0,744","0,720","0,863","0,663"
690,Vista Alegre do Alto (SP),"0,744","0,726","0,840","0,676"
691,Três Lagoas (MS),"0,744","0,752","0,849","0,645"
692,Lobato (PR),"0,744","0,708","0,841","0,692"
693,Arealva (SP),"0,744","0,718","0,840","0,683"
694,Rio Grande (RS),"0,744","0,752","0,861","0,637"
695,Santa Cruz da Esperança (SP),"0,743","0,719","0,832","0,686"
696,Nova Luzitânia (SP),"0,743","0,705","0,808","0,719"
697,Imigrante (RS),"0,743","0,764","0,844","0,635"
698,Jussara (GO),"0,743","0,768","0,842","0,635"
699,Dois Irmãos (RS),"0,743","0,763","0,848","0,633"
700,Sobradinho (RS),"0,743","0,735","0,861","0,647"
701,Augusto Pestana (RS),"0,743","0,779","0,847","0,621"
702,Macaubal (SP),"0,743","0,720","0,844","0,676"
703,Capão da Canoa (RS),"0,743","0,756","0,852","0,637"
704,Penha (SC),"0,743","0,739","0,867","0,640"
705,Descanso (SC),"0,743","0,741","0,854","0,647"
706,Promissão (SP),"0,743","0,724","0,850","0,666"
707,Mairinque (SP),"0,743","0,721","0,831","0,684"
708,Jacarezinho (PR),"0,743","0,734","0,844","0,663"
709,Caxambu (MG),"0,743","0,770","0,848","0,629"
710,Morro Reuter (RS),"0,743","0,733","0,858","0,653"
711,Guatapará (SP),"0,743","0,724","0,822","0,688"
712,Jaguariaíva (PR),"0,743","0,698","0,859","0,684"
713,Lindóia do Sul (SC),"0,743","0,747","0,865","0,636"
714,Mira Estrela (SP),"0,743","0,697","0,806","0,731"
715,Marema (SC),"0,743","0,748","0,862","0,636"
716,Matinhos (PR),"0,743","0,743","0,834","0,662"
717,São Jorge do Ivaí (PR),"0,743","0,727","0,810","0,696"
718,Iporá (GO),"0,743","0,731","0,840","0,667"
719,Pedranópolis (SP),"0,742","0,698","0,854","0,684"
720,Barro Alto (GO),"0,742","0,701","0,854","0,682"
721,Itapecerica da Serra (SP),"0,742","0,699","0,852","0,687"
722,Vila Flores (RS),"0,742","0,725","0,867","0,650"
723,Silveira Martins (RS),"0,742","0,744","0,852","0,644"
724,Cachoeira do Sul (RS),"0,742","0,739","0,854","0,648"
725,Vazante (MG),"0,742","0,707","0,866","0,666"
726,Lourdes (SP),"0,742","0,697","0,816","0,717"
727,Irani (SC),"0,742","0,715","0,847","0,675"
728,Bocaina (SP),"0,742","0,741","0,840","0,656"
729,Tio Hugo (RS),"0,742","0,709","0,845","0,682"
730,Lindóia (SP),"0,742","0,722","0,864","0,654"
731,Nova Ramada (RS),"0,742","0,752","0,847","0,642"
732,São Martinho (SC),"0,742","0,754","0,830","0,654"
733,Cafelândia (SP),"0,742","0,714","0,867","0,661"
734,Ascurra (SC),"0,742","0,739","0,868","0,636"
735,Chapadão do Céu (GO),"0,742","0,748","0,837","0,652"
736,Bom Sucesso do Sul (PR),"0,742","0,704","0,836","0,695"
737,Cunha Porã (SC),"0,742","0,744","0,804","0,682"
738,Mariana (MG),"0,742","0,705","0,874","0,664"
739,Dolcinópolis (SP),"0,742","0,699","0,825","0,709"
740,Quatro Barras (PR),"0,742","0,740","0,831","0,665"
741,Campos Novos (SC),"0,742","0,721","0,861","0,658"
742,Dona Emma (SC),"0,742","0,762","0,862","0,622"
743,Jumirim (SP),"0,741","0,721","0,863","0,655"
744,Nova Roma do Sul (RS),"0,741","0,794","0,851","0,602"
745,Anhumas (SP),"0,741","0,683","0,845","0,706"
746,Bambuí (MG),"0,741","0,735","0,870","0,636"
747,Santos Dumont (MG),"0,741","0,688","0,847","0,697"
748,Motuca (SP),"0,741","0,685","0,859","0,691"
749,Carneirinho (MG),"0,741","0,749","0,873","0,622"
750,Ouro Preto (MG),"0,741","0,721","0,834","0,677"
751,Içara (SC),"0,741","0,732","0,861","0,645"
752,Dirce Reis (SP),"0,741","0,686","0,842","0,704"
753,Cachoeira da Prata (MG),"0,741","0,689","0,834","0,707"
754,Agronômica (SC),"0,741","0,774","0,884","0,595"
755,João Ramalho (SP),"0,741","0,701","0,818","0,710"
756,Cotiporã (RS),"0,741","0,767","0,835","0,636"
757,Monte Castelo (SP),"0,741","0,706","0,814","0,709"
758,Guaraí (TO),"0,741","0,724","0,839","0,670"
759,Pejuçara (RS),"0,741","0,724","0,867","0,648"
760,Miguelópolis (SP),"0,741","0,712","0,863","0,661"
761,Alfredo Marcondes (SP),"0,741","0,682","0,840","0,710"
762,Teodoro Sampaio (SP),"0,741","0,699","0,856","0,679"
763,São Luiz Gonzaga (RS),"0,741","0,718","0,855","0,664"
764,Otacílio Costa (SC),"0,740","0,713","0,835","0,681"
765,Quirinópolis (GO),"0,740","0,732","0,863","0,642"
766,Brotas (SP),"0,740","0,724","0,815","0,688"
767,Aramina (SP),"0,740","0,723","0,856","0,656"
768,Lagoa Santa (GO),"0,740","0,733","0,868","0,638"
769,Tiradentes (MG),"0,740","0,741","0,885","0,619"
770,Ibirá (SP),"0,740","0,741","0,841","0,650"
771,Muzambinho (MG),"0,740","0,723","0,859","0,652"
772,Macedônia (SP),"0,740","0,705","0,852","0,675"
773,Porto Nacional (TO),"0,740","0,699","0,826","0,701"
774,Delfinópolis (MG),"0,740","0,702","0,872","0,661"
775,Rifaina (SP),"0,740","0,713","0,824","0,690"
776,Santópolis do Aguapeí (SP),"0,740","0,680","0,830","0,719"
777,Santa Clara do Sul (RS),"0,740","0,747","0,843","0,644"
778,Salvador do Sul (RS),"0,740","0,750","0,843","0,641"
779,Nova Alvorada (RS),"0,740","0,763","0,838","0,634"
780,Estiva Gerbi (SP),"0,740","0,716","0,815","0,695"
781,Araucária (PR),"0,740","0,743","0,852","0,639"
782,Chopinzinho (PR),"0,740","0,740","0,817","0,671"
783,Mercedes (PR),"0,740","0,708","0,843","0,680"
784,Sabáudia (PR),"0,740","0,710","0,843","0,676"
785,União da Vitória (PR),"0,740","0,713","0,837","0,680"
786,Benedito Novo (SC),"0,740","0,723","0,868","0,645"
787,Bagé (RS),"0,740","0,739","0,848","0,647"
788,Arroio do Sal (RS),"0,740","0,740","0,844","0,649"
789,Anta Gorda (RS),"0,740","0,742","0,868","0,630"
790,Almirante Tamandaré do Sul (RS),"0,740","0,732","0,828","0,669"
791,Alegrete (RS),"0,740","0,720","0,849","0,664"
792,Turvo (SC),"0,740","0,742","0,867","0,631"
793,São João Batista (SC),"0,740","0,739","0,865","0,634"
794,Estrela do Norte (SP),"0,740","0,693","0,818","0,714"
795,São Gonçalo (RJ),"0,739","0,711","0,833","0,681"
796,São Pedro da Serra (RS),"0,739","0,748","0,851","0,634"
797,Catuípe (RS),"0,739","0,763","0,842","0,627"
798,São Sebastião do Caí (RS),"0,739","0,734","0,852","0,646"
799,Carlos Gomes (RS),"0,739","0,732","0,886","0,622"
800,Taquaruçu do Sul (RS),"0,739","0,768","0,830","0,633"
801,Santo Augusto (RS),"0,739","0,753","0,840","0,637"
802,Ubiratã (PR),"0,739","0,706","0,854","0,669"
803,Biguaçu (SC),"0,739","0,733","0,836","0,659"
804,Guaiçara (SP),"0,739","0,697","0,853","0,679"
805,Edéia (GO),"0,739","0,755","0,826","0,648"
806,Serra (ES),"0,739","0,720","0,844","0,664"
807,São José da Barra (MG),"0,739","0,722","0,876","0,637"
808,Bom Retiro do Sul (RS),"0,739","0,725","0,857","0,649"
809,Santa Mercedes (SP),"0,739","0,683","0,847","0,699"
810,Pelotas (RS),"0,739","0,758","0,844","0,632"
811,Viradouro (SP),"0,739","0,717","0,823","0,683"
812,Pederneiras (SP),"0,739","0,738","0,812","0,673"
813,Itanhandu (MG),"0,739","0,720","0,871","0,643"
814,Ituiutaba (MG),"0,739","0,745","0,840","0,644"
815,Manduri (SP),"0,739","0,730","0,818","0,675"
816,Piracaia (SP),"0,739","0,758","0,851","0,625"
817,Ibiaçá (RS),"0,739","0,766","0,888","0,593"
818,Rolândia (PR),"0,739","0,744","0,821","0,661"
819,Santo Inácio (PR),"0,739","0,746","0,843","0,641"
820,Vista Alegre (RS),"0,739","0,760","0,842","0,631"
821,São Leopoldo (RS),"0,739","0,766","0,861","0,612"
822,Nova Granada (SP),"0,739","0,727","0,818","0,680"
823,Santa Ernestina (SP),"0,738","0,716","0,802","0,699"
824,Lagoa Vermelha (RS),"0,738","0,734","0,885","0,620"
825,Morro da Fumaça (SC),"0,738","0,732","0,825","0,665"
826,Santo Cristo (RS),"0,738","0,746","0,820","0,656"
827,Dourado (SP),"0,738","0,718","0,811","0,689"
828,Rio Negrinho (SC),"0,738","0,710","0,848","0,668"
829,Meleiro (SC),"0,738","0,734","0,808","0,679"
830,Santa Isabel (SP),"0,738","0,700","0,834","0,689"
831,São João do Itaperiú (SC),"0,738","0,714","0,873","0,645"
